County Name,State,Metropolitan Designation,Original Property Value,Original Loan Amount,Original LTV,Current Property Value,Current Loan Amount,Current LTV,Future Property Value,Future Loan Amount,Future LTV
YOLO,CALIFORNIA,"SACRAMENTO--ROSEVILLE--ARDEN-ARCADE, CA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YUBA,CALIFORNIA,"YUBA CITY, CA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ADAMS,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALAMOSA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARAPAHOE,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARCHULETA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BACA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BENT,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOULDER,COLORADO,"BOULDER, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROOMFIELD,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHAFFEE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEYENNE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLEAR CREEK,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CONEJOS,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COSTILLA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CROWLEY,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUSTER,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DELTA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DENVER,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOLORES,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOUGLAS,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EAGLE,COLORADO,"EDWARDS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ELBERT,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EL PASO,COLORADO,"COLORADO SPRINGS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FREMONT,COLORADO,"CANON CITY, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARFIELD,COLORADO,"GLENWOOD SPRINGS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GILPIN,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAND,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GUNNISON,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HINSDALE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUERFANO,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIOWA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIT CARSON,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAKE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LA PLATA,COLORADO,"DURANGO, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LARIMER,COLORADO,"FORT COLLINS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAS ANIMAS,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOGAN,COLORADO,"STERLING, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MESA,COLORADO,"GRAND JUNCTION, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MINERAL,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOFFAT,COLORADO,"CRAIG, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTEZUMA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTROSE,COLORADO,"MONTROSE, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORGAN,COLORADO,"FORT MORGAN, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTERO,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OURAY,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PARK,COLORADO,"DENVER-AURORA-LAKEWOOD, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PHILLIPS,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PITKIN,COLORADO,"GLENWOOD SPRINGS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PROWERS,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PUEBLO,COLORADO,"PUEBLO, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RIO BLANCO,COLORADO,NON-METRO,50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
RIO GRANDE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROUTT,COLORADO,"STEAMBOAT SPRINGS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAGUACHE,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN JUAN,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN MIGUEL,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SEDGWICK,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUMMIT,COLORADO,"BRECKENRIDGE, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TELLER,COLORADO,"COLORADO SPRINGS, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WELD,COLORADO,"GREELEY, CO",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YUMA,COLORADO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FAIRFIELD,CONNECTICUT,"BRIDGEPORT-STAMFORD-NORWALK, CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARTFORD,CONNECTICUT,"HARTFORD-WEST HARTFORD-EAST HARTFORD, C",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LITCHFIELD,CONNECTICUT,"TORRINGTON, CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIDDLESEX,CONNECTICUT,"HARTFORD-WEST HARTFORD-EAST HARTFORD, C",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEW HAVEN,CONNECTICUT,"NEW HAVEN-MILFORD, CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEW LONDON,CONNECTICUT,"NORWICH-NEW LONDON, CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TOLLAND,CONNECTICUT,"HARTFORD-WEST HARTFORD-EAST HARTFORD, C",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WINDHAM,CONNECTICUT,"WORCESTER, MA-CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENT,DELAWARE,"DOVER, DE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEW CASTLE,DELAWARE,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUSSEX,DELAWARE,"SALISBURY, MD-DE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DISTRICT OF COL,DISTRICT OF COLUMBIA,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALACHUA,FLORIDA,"GAINESVILLE, FL",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
BAKER,FLORIDA,"JACKSONVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BAY,FLORIDA,"PANAMA CITY, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRADFORD,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BREVARD,FLORIDA,"PALM BAY-MELBOURNE-TITUSVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROWARD,FLORIDA,"MIAMI-FORT LAUDERDALE-WEST PALM BEACH,",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALHOUN,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHARLOTTE,FLORIDA,"PUNTA GORDA, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CITRUS,FLORIDA,"HOMOSASSA SPRINGS, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAY,FLORIDA,"JACKSONVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLLIER,FLORIDA,"NAPLES-IMMOKALEE-MARCO ISLAND, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLUMBIA,FLORIDA,"LAKE CITY, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DESOTO,FLORIDA,"ARCADIA, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DIXIE,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUVAL,FLORIDA,"JACKSONVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ESCAMBIA,FLORIDA,"PENSACOLA-FERRY PASS-BRENT, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FLAGLER,FLORIDA,"DELTONA-DAYTONA BEACH-ORMOND BEACH, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GADSDEN,FLORIDA,"TALLAHASSEE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GILCHRIST,FLORIDA,"GAINESVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLADES,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GULF,FLORIDA,"PANAMA CITY, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMILTON,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARDEE,FLORIDA,"WAUCHULA, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HENDRY,FLORIDA,"CLEWISTON, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HERNANDO,FLORIDA,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HIGHLANDS,FLORIDA,"SEBRING, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HILLSBOROUGH,FLORIDA,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOLMES,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
INDIAN RIVER,FLORIDA,"SEBASTIAN-VERO BEACH, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,FLORIDA,"TALLAHASSEE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAFAYETTE,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAKE,FLORIDA,"ORLANDO-KISSIMMEE-SANFORD, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEE,FLORIDA,"CAPE CORAL-FORT MYERS, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEON,FLORIDA,"TALLAHASSEE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEVY,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIBERTY,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MANATEE,FLORIDA,"NORTH PORT-SARASOTA-BRADENTON, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARION,FLORIDA,"OCALA, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARTIN,FLORIDA,"PORT ST. LUCIE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIAMI-DADE,FLORIDA,"MIAMI-FORT LAUDERDALE-WEST PALM BEACH,",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONROE,FLORIDA,"KEY WEST, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NASSAU,FLORIDA,"JACKSONVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OKALOOSA,FLORIDA,"CRESTVIEW-FORT WALTON BEACH-DESTIN, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OKEECHOBEE,FLORIDA,"OKEECHOBEE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORANGE,FLORIDA,"ORLANDO-KISSIMMEE-SANFORD, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OSCEOLA,FLORIDA,"ORLANDO-KISSIMMEE-SANFORD, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PALM BEACH,FLORIDA,"MIAMI-FORT LAUDERDALE-WEST PALM BEACH,",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PASCO,FLORIDA,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PINELLAS,FLORIDA,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
POLK,FLORIDA,"LAKELAND-WINTER HAVEN, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PUTNAM,FLORIDA,"PALATKA, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. JOHNS,FLORIDA,"JACKSONVILLE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. LUCIE,FLORIDA,"PORT ST. LUCIE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SANTA ROSA,FLORIDA,"PENSACOLA-FERRY PASS-BRENT, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SARASOTA,FLORIDA,"NORTH PORT-SARASOTA-BRADENTON, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SEMINOLE,FLORIDA,"ORLANDO-KISSIMMEE-SANFORD, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUMTER,FLORIDA,"THE VILLAGES, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUWANNEE,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TAYLOR,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VOLUSIA,FLORIDA,"DELTONA-DAYTONA BEACH-ORMOND BEACH, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAKULLA,FLORIDA,"TALLAHASSEE, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WALTON,FLORIDA,"CRESTVIEW-FORT WALTON BEACH-DESTIN, FL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,FLORIDA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
APPLING,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ATKINSON,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BACON,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BAKER,GEORGIA,"ALBANY, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BALDWIN,GEORGIA,"MILLEDGEVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BANKS,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARROW,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARTOW,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEN HILL,GEORGIA,"FITZGERALD, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BERRIEN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BIBB,GEORGIA,"MACON, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BLECKLEY,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRANTLEY,GEORGIA,"BRUNSWICK, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROOKS,GEORGIA,"VALDOSTA, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRYAN,GEORGIA,"SAVANNAH, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BULLOCH,GEORGIA,"STATESBORO, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURKE,GEORGIA,"AUGUSTA-RICHMOND , GA-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BUTTS,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALHOUN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMDEN,GEORGIA,"ST. MARYS, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CANDLER,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARROLL,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CATOOSA,GEORGIA,"CHATTANOOGA, TN-GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHARLTON,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHATHAM,GEORGIA,"SAVANNAH, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHATTAHOOCHEE,GEORGIA,"COLUMBUS, GA-AL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHATTOOGA,GEORGIA,"SUMMERVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEROKEE,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLARKE,GEORGIA,"ATHENS-CLARKE , GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAY,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAYTON,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLINCH,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COBB,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COFFEE,GEORGIA,"DOUGLAS, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLQUITT,GEORGIA,"MOULTRIE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLUMBIA,GEORGIA,"AUGUSTA-RICHMOND , GA-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COOK,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COWETA,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRAWFORD,GEORGIA,"MACON, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRISP,GEORGIA,"CORDELE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DADE,GEORGIA,"CHATTANOOGA, TN-GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DAWSON,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DECATUR,GEORGIA,"BAINBRIDGE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DEKALB,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
DODGE,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOOLY,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOUGHERTY,GEORGIA,"ALBANY, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOUGLAS,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EARLY,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ECHOLS,GEORGIA,"VALDOSTA, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EFFINGHAM,GEORGIA,"SAVANNAH, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ELBERT,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EMANUEL,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EVANS,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FANNIN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FAYETTE,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FLOYD,GEORGIA,"ROME, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FORSYTH,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FULTON,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GILMER,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLASCOCK,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLYNN,GEORGIA,"BRUNSWICK, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GORDON,GEORGIA,"CALHOUN, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRADY,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREENE,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GWINNETT,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HABERSHAM,GEORGIA,"CORNELIA, GA",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
HALL,GEORGIA,"GAINESVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HANCOCK,GEORGIA,"MILLEDGEVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARALSON,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARRIS,GEORGIA,"COLUMBUS, GA-AL",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HART,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HEARD,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HENRY,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOUSTON,GEORGIA,"WARNER ROBINS, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IRWIN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,GEORGIA,"JEFFERSON, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JASPER,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFF DAVIS,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JENKINS,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JOHNSON,GEORGIA,"DUBLIN, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JONES,GEORGIA,"MACON, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAMAR,GEORGIA,"ATLANTA-SANDY SPRINGS-ROSWELL, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LANIER,GEORGIA,"VALDOSTA, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAURENS,GEORGIA,"DUBLIN, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEE,GEORGIA,"ALBANY, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIBERTY,GEORGIA,"HINESVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,GEORGIA,"AUGUSTA-RICHMOND , GA-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LONG,GEORGIA,"HINESVILLE, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOWNDES,GEORGIA,"VALDOSTA, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LUMPKIN,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCDUFFIE,GEORGIA,"AUGUSTA-RICHMOND , GA-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCINTOSH,GEORGIA,"BRUNSWICK, GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MACON,GEORGIA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,GEORGIA,"ATHENS-CLARKE , GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
